INCOME,WAGEINC,BUSSEFARMINC,INTDIVINC,KGINC,TRANSFOTHINC,SSRETINC,ASSET,DEBT,NETWORTH,HOUSES,MRTHEL,NFIN,FIN,ODEBT,LIQ,BOND,STOCKS,IRAKH,OTHMA,WGT,AGE,Age Group,NETHOUSE,NETFIN,NETHOUSECLIPPED,NETHOUSEDIFF,NETWORTHADJUSTED,isPersonalQualified,isIncomeQualified,isFinancialQualified,PERCENTLIQUIDASSETS,PERCENTILLIQUIDASSETS,PERCENTSTOCKS,PERCENTBOND,PERCENTFINOTHERS,PERCENTFIXEDINCOME,PERCENTVARIABLEINCOME,PERCENTOTHERINCOME,COMMITMENTAMOUNT
333647.21443299996,315773.25650858,0.0,44.684894789001994,0.0,17873.957916151998,0.0,178631.51799999998,2756.0,175875.51799999998,0.0,0.0,73034.0,105597.518,0.0,74992.13799999999,0.0,0.0,30315.999999999996,0.0,5809.7908194,32,26-35,0.0,105597.518,0.0,0.0,175875.51799999998,False,True,False,0.7101695136433036,0.2898304863566964,0.0,0.0,0.2898304863566964,0.9464285714034959,0.00013392857142517883,0.053437500025078924,115213.0162070214
689636.8762542999,691126.37274226,0.0,0.0,0.0,0.0,0.0,1562335.0599999998,530530.0,1031805.0599999999,964599.9999999999,468519.99999999994,1054170.0,508165.05999999994,0.0,195124.8,0.0,17914.0,0.0,0.0,13487.4733,34,26-35,496079.99999999994,508165.05999999994,496079.99999999994,0.0,1031805.0599999999,False,True,False,0.38397917401090115,0.6160208259890989,0.03525232529761098,0.0,0.5807685006914878,1.0021598272065295,0.0,-0.0021598272065295188,265786.80938799534
312794.26353265997,245766.92134019997,0.0,0.0,67027.34218419199,0.0,0.0,1084079.49,711874.7999999999,372204.68999999994,937039.9999999999,666952.0,988025.9999999999,96053.48999999999,0.0,6483.49,0.0,16536.0,0.0,0.0,7209.1032876,33,26-35,270087.9999999999,96053.48999999999,270087.9999999999,0.0,372204.68999999994,False,True,False,0.06749874470984865,0.9325012552901514,0.17215407789972026,0.0,0.7603471773904311,0.7857142856922584,0.21428571428130883,2.643274488178804e-11,355799.4539790108
557071.68837112,364926.64077662,201082.02654982,104.26475450859,-8936.978958075999,0.0,0.0,3214873.9999999995,1352093.5999999999,1862780.4,1102400.0,690378.0,2782182.0,432691.99999999994,0.0,347256.0,0.0,13779.999999999998,44096.0,0.0,10206.395464,33,26-35,412022.0,432691.99999999994,412022.0,0.0,1862780.4,False,True,False,0.8025477707006371,0.1974522292993629,0.03184713375796178,0.0,0.16560509554140113,0.6550802139014945,0.34510695186896034,-0.00018716577045485572,1053903.8674164799
403653.54960138,402164.05309964,0.0,14.894964929208,0.0,0.0,0.0,1186320.2,199809.99999999997,986510.2,757899.9999999999,161226.0,835067.9999999999,351252.19999999995,0.0,161226.0,0.0,16536.0,0.0,0.0,13916.530515,33,26-35,596673.9999999999,351252.19999999995,596673.9999999999,0.0,986510.2,False,True,False,0.4590035307963908,0.5409964692036092,0.04707728520988624,0.0,0.49391918399372303,0.9963099630779639,3.690036900187605e-05,0.00365313655303419,442633.85718938295
312794.26353265997,312794.26353265997,0.0,0.0,0.0,0.0,0.0,2261987.0,1102744.5,1159242.5,2149680.0,1102400.0,2230982.0,31004.999999999996,0.0,24114.999999999996,0.0,0.0,0.0,0.0,6703.6911433,33,26-35,1047280.0,31004.999999999996,1000000.0,47280.0,1111962.5,False,True,False,0.7777777777777778,0.2222222222222222,0.0,0.0,0.2222222222222222,1.0,0.0,0.0,671284.4323321227
753685.2254570599,744748.24648796,0.0,6106.935621305999,3276.8922845359994,0.0,0.0,1103240.5799999998,0.0,1103240.5799999998,0.0,0.0,0.0,1103240.5799999998,0.0,388058.57999999996,0.0,17914.0,0.0,0.0,5095.1648768,27,26-35,0.0,1103240.5799999998,0.0,0.0,1103240.5799999998,False,True,True,0.35174429497508153,0.6482557050249185,0.016237618815653068,0.0,0.6320180862092654,0.9881422924753762,0.012450592885314065,-0.0005928853606902811,798130.6462587749
431953.9829690799,366416.13727836,49153.38426804,1489.4964929207997,0.0,11915.9719439176,0.0,444983.75999999995,37206.0,407777.75999999995,0.0,0.0,118370.2,326613.56,0.0,70305.56,0.0,0.0,74412.0,0.0,5025.2052641,30,26-35,0.0,326613.56,0.0,0.0,407777.75999999995,False,True,False,0.21525609653193822,0.7847439034680618,0.0,0.0,0.7847439034680618,0.8482758620716059,0.11724137930818873,0.03448275862020539,297980.1385261097
414080.02504466,357479.15832303994,32768.92284535999,744.7482464879599,23831.943887283996,0.0,0.0,3757805.9999999995,826799.9999999999,2931006.0,2301260.0,654550.0,3061915.9999999995,695890.0,0.0,124019.99999999999,0.0,0.0,292136.0,0.0,3791.18378,29,26-35,1646710.0,695890.0,1000000.0,646710.0,2284296.0,True,True,False,0.1782178217821782,0.8217821782178218,0.0,0.0,0.8217821782178218,0.8633093525447998,0.13848920863291345,-0.001798561177713237,250409.49492928074
330668.22144329996,238319.43887284,0.0,0.0,0.0,47663.887775945994,14894.964929208,548444.0,0.0,548444.0,0.0,0.0,0.0,548444.0,0.0,106105.99999999999,0.0,13779.999999999998,16536.0,0.0,2849.0493348,26,26-35,0.0,548444.0,0.0,0.0,548444.0,False,True,False,0.19346733668341706,0.8065326633165829,0.025125628140703515,0.0,0.7814070351758794,0.7657657657479703,0.0,0.23423423425202972,26850.65879873113
1623551.1773883998,0.0,1024773.58717526,595798.5971958799,0.0,0.0,0.0,27854891.999999996,959087.9999999999,26895803.999999996,1791399.9999999998,813019.9999999999,26716663.999999996,1138228.0,0.0,289380.0,0.0,206699.99999999997,77168.0,0.0,4881.9653125,32,26-35,978379.9999999999,1138228.0,978379.9999999999,0.0,26895803.999999996,True,True,True,0.2542372881355932,0.7457627118644068,0.18159806295399514,0.0,0.5641646489104116,0.0,0.9981651375954456,0.0018348624045544382,18855345.18502173
393227.07414432,367905.63376631995,12809.669839725198,1489.4964929207997,0.0,11915.9719439176,0.0,444983.75999999995,35828.0,409155.75999999995,0.0,0.0,118370.2,326613.56,0.0,70305.56,0.0,0.0,74412.0,0.0,5054.9578927,30,26-35,0.0,326613.56,0.0,0.0,409155.75999999995,False,True,False,0.21525609653193822,0.7847439034680618,0.0,0.0,0.7847439034680618,0.935606060612432,0.03636363636395494,0.02803030302361305,70840.65434619272
4021640.5309963995,446848.94789002,3574791.5832304,0.0,0.0,0.0,0.0,16877881.799999997,689000.0,16188881.799999999,1240200.0,434069.99999999994,12159471.999999998,4718409.8,0.0,413537.8,0.0,0.0,416155.99999999994,0.0,1858.4113572,41,36-45,806130.0,4718409.8,806130.0,0.0,16188881.799999999,True,True,True,0.08764346835664846,0.9123565316433515,0.0,0.0,0.9123565316433515,0.11111111111149184,0.8888888889193465,-3.0838331888105586e-11,10468043.867591523
863907.9659381598,819223.0711477799,14894.964929208,29194.131261853996,0.0,0.0,0.0,4679688.0,985269.9999999999,3694417.9999999995,2370160.0,942551.9999999999,2840058.0,1839629.9999999998,0.0,399619.99999999994,0.0,0.0,85436.0,0.0,4994.5327737,41,36-45,1427608.0,1839629.9999999998,1000000.0,427608.0,3266809.9999999995,True,True,True,0.21722846441947566,0.7827715355805244,0.0,0.0,0.7827715355805244,0.9482758620684156,0.051034482756717604,0.0006896551748667643,2491635.1242297916
303857.28456356,303857.28456356,0.0,0.0,0.0,0.0,0.0,2221336.0,376331.8,1845004.2,1123070.0,372059.99999999994,1258114.0,963221.9999999999,0.0,90948.0,0.0,0.0,259063.99999999997,0.0,8652.943147,43,36-45,751010.0,963221.9999999999,751010.0,0.0,1845004.2,False,True,False,0.0944206008583691,0.9055793991416309,0.0,0.0,0.9055793991416309,1.0,0.0,0.0,1287793.4733582768
981578.1888728399,975620.2029072199,0.0,1608.6562123709998,4170.5901803436,0.0,0.0,1131338.0,68900.0,1062438.0,0.0,0.0,0.0,1131338.0,0.0,263198.0,0.0,624234.0,85436.0,41340.0,4636.1267843,36,36-45,0.0,1131338.0,0.0,0.0,1062438.0,False,True,True,0.23264311814859928,0.7673568818514007,0.5517661388550548,0.0,0.21559074299634595,0.9939301972750009,0.005887708649426074,0.00018209407557305546,218595.556776118
522813.26903779997,446848.94789002,75964.32114226799,0.0,0.0,0.0,0.0,2308907.9,1679781.9999999998,629125.8999999999,1240200.0,943929.9999999999,2288858.0,20049.899999999998,0.0,18396.3,0.0,1653.6,0.0,0.0,1036.5042413,42,36-45,296270.0000000001,20049.899999999998,296270.0000000001,0.0,629125.8999999999,False,True,False,0.9175257731958764,0.08247422680412364,0.08247422680412371,0.0,-1.1102230246251565e-16,0.8547008546902667,0.14529914529919033,1.0542983153172258e-11,594511.632989425
394716.57064605993,372374.12324398,0.0,0.0,0.0,22342.447395189996,0.0,917196.7999999999,499387.19999999995,417809.6,716560.0,489189.99999999994,733785.0,183411.8,0.0,45611.799999999996,0.0,0.0,0.0,0.0,3624.6030741,41,36-45,227370.00000000006,183411.8,227370.00000000006,0.0,417809.6,False,True,False,0.24868519909842224,0.7513148009015778,0.0,0.0,0.7513148009015778,0.9433962263973096,0.0,0.05660377360269042,225385.418923773
577924.63928524,513876.29008248,33066.82214433,21597.699148453998,7894.3314127834,0.0,0.0,4476846.399999999,930149.9999999999,3546696.4,1433120.0,866761.9999999999,1980599.4,2496247.0,0.0,55808.99999999999,0.0,968733.9999999999,631124.0,0.0,3756.2391131,45,36-45,566358.0000000001,2496247.0,566358.0000000001,0.0,3546696.4,True,True,True,0.022357162572453765,0.9776428374275462,0.38807617996135796,0.0,0.5895666574661883,0.8891752577256905,0.10824742267943158,0.0025773195948779193,3512212.4250599085
332157.71793125995,256193.39679725998,0.0,446.84894789002,75964.32114226799,0.0,0.0,1097163.5999999999,271741.6,825421.9999999999,675220.0,261819.99999999997,717938.0,379225.6,0.0,248315.59999999998,0.0,27559.999999999996,34450.0,0.0,13608.963729,44,36-45,413400.0,379225.6,413400.0,0.0,825421.9999999999,False,True,False,0.654796511627907,0.345203488372093,0.07267441860465115,0.0,0.27252906976744184,0.7713004484522596,0.23004484305245407,-0.0013452915047137137,368882.83296919044
303857.28456356,303857.28456356,0.0,0.0,0.0,0.0,0.0,2596152.0,376469.6,2219682.4,1378000.0,372059.99999999994,1513043.9999999998,1083108.0,0.0,90948.0,0.0,0.0,372059.99999999994,0.0,10072.983427,43,36-45,1005940.0,1083108.0,1000000.0,5940.0,2213742.4,True,True,True,0.08396946564885496,0.916030534351145,0.0,0.0,0.916030534351145,1.0,0.0,0.0,1651979.0035290453
755174.7219450199,744748.24648796,0.0,2978.9929859794,7447.482464879599,0.0,0.0,5766930.0,1240889.0,4526041.0,1378000.0,1240200.0,5580900.0,186029.99999999997,0.0,111617.99999999999,0.0,13779.999999999998,0.0,0.0,3059.7382357,41,36-45,137800.0,186029.99999999997,137800.0,0.0,4526041.0,True,True,False,0.6,0.4,0.07407407407407407,0.0,0.32592592592592595,0.9861932938774677,0.013806706114321042,8.211277144343221e-12,829929.0919434312
367905.63376631995,345563.18637802,0.0,22342.447395189996,0.0,0.0,0.0,1927821.9999999998,181896.0,1745925.9999999998,661440.0,181896.0,734474.0,1193348.0,0.0,631124.0,0.0,0.0,0.0,0.0,7872.3963393,37,36-45,479544.0,1193348.0,479544.0,0.0,1745925.9999999998,False,True,True,0.5288683602771362,0.47113163972286376,0.0,0.0,0.47113163972286376,0.9392712550781674,0.0607287449405602,-1.8727644435223567e-11,2006211.4048726915
850502.4974914,819223.0711477799,14894.964929208,16235.511773884,0.0,0.0,0.0,4792684.0,983891.9999999999,3808791.9999999995,2370160.0,942551.9999999999,2840058.0,1952625.9999999998,0.0,387217.99999999994,0.0,0.0,85436.0,0.0,4692.5232152,41,36-45,1427608.0,1952625.9999999998,1000000.0,427608.0,3381183.9999999995,True,True,True,0.1983062808750882,0.8016937191249118,0.0,0.0,0.8016937191249118,0.9632224168231366,0.03660245183866351,0.00017513133819990756,267099.3377953568
330668.22144329996,327689.22845359996,0.0,3470.5268286598,0.0,0.0,0.0,2272900.76,537213.2999999999,1735687.46,1515799.9999999998,536042.0,1690668.2,582232.5599999999,0.0,188124.56,0.0,5512.0,220479.99999999997,0.0,7373.5165281,45,36-45,979757.9999999998,582232.5599999999,979757.9999999998,0.0,1735687.46,False,True,False,0.32310896525608257,0.6768910347439174,0.00946700747893591,0.0,0.6674240272649815,0.990990990979728,0.010495495495489865,-0.0014864864752178464,657540.2957950683
1266072.0190378,1191597.1943917598,74474.82464879598,744.7482464879599,0.0,0.0,0.0,2346045.0,1313923.0,1032121.9999999999,1791399.9999999998,1102400.0,2000855.9999999998,345189.0,0.0,97148.99999999999,0.0,0.0,0.0,0.0,9467.8171738,41,36-45,688999.9999999998,345189.0,688999.9999999998,0.0,1032121.9999999999,False,True,False,0.28143712574850294,0.7185628742514971,0.0,0.0,0.7185628742514971,0.9411764705907961,0.059411764705494356,-0.0005882352962904777,1149642.1342821785
604735.5761511999,604735.5761511999,0.0,0.0,0.0,0.0,0.0,4792973.38,438203.99999999994,4354769.38,1033499.9999999999,344500.0,3951414.9999999995,841558.3799999999,0.0,214568.37999999998,0.0,0.0,13779.999999999998,0.0,4072.7699813,41,36-45,688999.9999999999,841558.3799999999,688999.9999999999,0.0,4354769.38,True,True,False,0.25496553192186144,0.7450344680781386,0.0,0.0,0.7450344680781386,1.0,0.0,0.0,1535253.647710217
315773.25650858,297899.29859793995,17873.957916151998,0.0,0.0,0.0,0.0,1553116.24,819909.9999999999,733206.24,757899.9999999999,613210.0,1147874.0,405242.24,0.0,6311.24,0.0,4134.0,97837.99999999999,0.0,7226.7486744,43,36-45,144689.99999999988,405242.24,144689.99999999988,0.0,733206.24,False,True,False,0.015573993471164308,0.9844260065288357,0.010201305767138194,0.0,0.9742247007616975,0.9433962264307383,0.05660377358671708,-1.7455363543472657e-11,803438.1893920526
747727.2394776599,752195.72895532,0.0,2234.2447395189997,-5957.98597251,0.0,0.0,2301260.0,514269.6,1786990.4,1102400.0,468519.99999999994,1172678.0,1128582.0,0.0,267332.0,0.0,0.0,96459.99999999999,0.0,11356.171802,39,36-45,633880.0,1128582.0,633880.0,0.0,1786990.4,False,True,True,0.23687423687423687,0.7631257631257631,0.0,0.0,0.7631257631257631,1.0059760956158046,-0.004980079681987104,-0.0009960159338174845,236864.7404984306
364926.64077662,364926.64077662,0.0,0.0,0.0,0.0,0.0,1026885.6,582894.0,443991.6,943929.9999999999,578760.0,975899.6,50985.99999999999,0.0,33072.0,0.0,0.0,0.0,0.0,7850.4548105,40,36-45,365169.9999999999,50985.99999999999,365169.9999999999,0.0,443991.6,False,True,False,0.6486486486486488,0.3513513513513512,0.0,0.0,0.3513513513513512,1.0,0.0,0.0,85191.64646566709
361947.6478007,363437.14428865997,0.0,0.0,0.0,0.0,0.0,1015131.2599999999,227369.99999999997,787761.2599999999,344500.0,227369.99999999997,435585.8,579545.46,0.0,13090.999999999998,0.0,268710.0,297648.0,0.0,2314.5545965,43,36-45,117130.00000000003,579545.46,117130.00000000003,0.0,787761.2599999999,False,True,False,0.022588391944266113,0.9774116080557339,0.46365646622440976,0.0,0.5137551418313241,1.0041152263235045,0.0,-0.004115226323504473,147401.30389836035
350031.67585567996,297899.29859793995,52132.37725498399,0.0,0.0,0.0,0.0,8692561.799999999,2006367.9999999998,6686193.8,1653599.9999999998,1315990.0,7978619.999999999,713941.7999999999,0.0,37343.799999999996,0.0,89570.0,0.0,0.0,3748.3030869,37,36-45,337609.99999999977,713941.7999999999,337609.99999999977,0.0,6686193.8,True,True,False,0.0523065045358039,0.9476934954641961,0.12545840571318279,0.0,0.8222350897510133,0.8510638297796955,0.1489361702124309,7.873562912763532e-12,2080241.5119737105
388758.58466665994,387269.08817869995,1787.3957916151996,0.0,0.0,0.0,0.0,3731623.9999999995,580138.0,3151485.9999999995,1357330.0,551200.0,1761083.9999999998,1970539.9999999998,0.0,81302.0,0.0,0.0,800617.9999999999,0.0,10211.407397,38,36-45,806130.0,1970539.9999999998,806130.0,0.0,3151485.9999999995,True,True,True,0.041258741258741266,0.9587412587412587,0.0,0.0,0.9587412587412587,0.9961685823883808,0.004597701149539367,-0.0007662835379201637,1308220.415321945
522813.26903779997,431953.9829690799,59579.859719588,30832.577404121996,0.0,0.0,0.0,6192456.399999999,770301.9999999999,5422154.399999999,1378000.0,689000.0,1515799.9999999998,4676656.399999999,0.0,66833.0,0.0,187407.99999999997,0.0,0.0,3051.1570234,41,36-45,689000.0,4676656.399999999,689000.0,0.0,5422154.399999999,True,True,True,0.014290765513583594,0.9857092344864165,0.040073074429842655,0.0,0.9456361600565738,0.826210826217284,0.17293447293353428,0.0008547008491816832,837160.9228065853
303857.28456356,31279.426353265997,16384.461422679997,0.0,253214.40380755995,0.0,0.0,2583295.26,0.0,2583295.26,551200.0,0.0,2014732.4599999997,568562.7999999999,0.0,263335.8,0.0,689.0,304538.0,0.0,5341.9006104,43,36-45,551200.0,568562.7999999999,551200.0,0.0,2583295.26,True,True,False,0.4631604459524964,0.5368395540475036,0.001211827435773146,0.0,0.5356277266117304,0.10294117647432295,0.8872549019763455,0.009803921549331518,1579447.323806469
