INCOME,WAGEINC,BUSSEFARMINC,INTDIVINC,KGINC,TRANSFOTHINC,SSRETINC,ASSET,DEBT,NETWORTH,HOUSES,MRTHEL,NFIN,FIN,ODEBT,LIQ,BOND,STOCKS,IRAKH,OTHMA,WGT,AGE,Age Group,NETHOUSE,NETFIN,NETHOUSECLIPPED,NETHOUSEDIFF,NETWORTHADJUSTED,isPersonalQualified,isIncomeQualified,isFinancialQualified,PERCENTLIQUIDASSETS,PERCENTILLIQUIDASSETS,PERCENTSTOCKS,PERCENTBOND,PERCENTFINOTHERS,PERCENTFIXEDINCOME,PERCENTVARIABLEINCOME,PERCENTOTHERINCOME,COMMITMENTAMOUNT,Cluster
557071.68837112,364926.64077662,201082.02654982,104.26475450859,-8936.978958075999,0.0,0.0,3664102.0,1299853.62,2364248.38,1102400.0,690378.0,2783560.0,880541.9999999999,0.0,666952.0,0.0,13779.999999999998,172250.0,0.0,9850.0140561,33,26-35,412022.0,880541.9999999999,412022.0,0.0,2364248.38,True,True,False,0.7574334898278561,0.2425665101721439,0.0156494522691705,0.0,0.2269170579029733,0.6550802139014945,0.3451069518689603,-0.0001871657704548,2126441.67390609,5
347052.68286598,342584.19338832,0.0,0.0,4170.5901803436,0.0,0.0,1366976.0,542932.0,824043.9999999999,490568.0,542932.0,490568.0,876407.9999999999,0.0,8268.0,0.0,620100.0,0.0,0.0,8566.9457211,35,26-35,-52364.00000000006,876407.9999999999,-52364.00000000006,0.0,824043.9999999999,False,True,False,0.0094339622641509,0.9905660377358492,0.7075471698113208,0.0,0.2830188679245282,0.9871244635230624,0.0120171673819163,0.0008583690950213,936173.0147338588,2
1489496.4929208,1489496.4929208,0.0,1489.4964929207997,0.0,0.0,0.0,2868238.1,0.0,2868238.1,0.0,0.0,275600.0,2592638.1,0.0,222409.2,0.0,551200.0,0.0,206700.0,7301.8899933,26,26-35,0.0,2592638.1,0.0,0.0,2868238.1,True,True,True,0.0857848999441919,0.914215100055808,0.2126019825134869,0.0,0.701613117542321,1.0,0.0009999999999999,-0.0009999999999999,38961.762607358105,0
381311.1021993,297899.29859793995,53621.873747078,0.0,29789.929859794,0.0,0.0,4262567.399999999,1324395.7999999998,2938171.6,1102400.0,1019720.0,3088097.9999999995,1174469.4,0.0,237429.4,0.0,620100.0,165360.0,0.0,11146.889763,30,26-35,82680.00000000012,1174469.4,82680.00000000012,0.0,2938171.6,True,True,True,0.2021588642496773,0.7978411357503227,0.5279831045406548,0.0,0.2698580312096679,0.7812500000124225,0.2187500000020328,-1.4455298069648848e-11,1480215.0789013305,2
314283.76002062,314283.76002062,0.0,372.37412324398,0.0,0.0,0.0,1026885.6,150477.59999999998,876407.9999999999,0.0,0.0,85436.0,941449.6,0.0,907688.6,0.0,7854.599999999999,0.0,0.0,8273.0705242,34,26-35,0.0,941449.6,0.0,0.0,876407.9999999999,False,True,False,0.9641393442622952,0.0358606557377049,0.0083430913348946,0.0,0.0275175644028102,1.0,0.0011848341232125,-0.0011848341232125,586933.135413436,5
656867.95340894,633036.0095189,0.0,7745.381763573999,16384.461422679997,0.0,0.0,622856.0,13779.999999999998,609076.0,0.0,0.0,17914.0,604942.0,0.0,38584.0,0.0,26182.0,68900.0,0.0,3705.876041,29,26-35,0.0,604942.0,0.0,0.0,609076.0,False,True,False,0.0637813211845102,0.9362186788154896,0.0432801822323462,0.0,0.8929384965831435,0.963718820858348,0.0367346938772513,-0.0004535147355993,623256.8861822971,0
801349.1132233599,0.0,786454.1483024198,1489.4964929207997,0.0,14299.166332645998,0.0,8474700.0,1240200.0,7234499.999999999,2273700.0,1240200.0,6706725.999999999,1767973.9999999998,0.0,260442.0,0.0,155714.0,621478.0,0.0,3596.7780046,31,26-35,1033500.0,1767973.9999999998,1000000.0,33500.0,7200999.999999999,True,True,True,0.147310989867498,0.852689010132502,0.0880748246297739,0.0,0.764614185502728,0.0,0.9832713754756688,0.0167286245243311,2282932.3785452936,1
424506.50050172,417059.01803436,2978.9929859794,744.7482464879599,3425.8419338831995,0.0,0.0,4048591.56,636511.98,3412079.58,0.0,0.0,2451462.0,1597129.5599999998,0.0,95109.56,0.0,68900.0,723450.0,689000.0,7912.2831604,33,26-35,0.0,1597129.5599999998,0.0,0.0,3412079.58,True,True,True,0.0595503097444392,0.9404496902555608,0.0431398940484202,0.0,0.8973097962071405,0.9824561403451822,0.0168421052631715,0.0007017543916461,2121011.853107931,0
418548.51452232,417059.01803436,0.0,0.0,0.0,0.0,0.0,192231.0,22048.0,170183.0,0.0,0.0,53741.99999999999,138489.0,0.0,28249.0,0.0,0.0,0.0,0.0,13676.337644,26,26-35,0.0,138489.0,0.0,0.0,170183.0,False,True,False,0.2039800995024875,0.7960199004975125,0.0,0.0,0.7960199004975125,0.9964412811507408,0.0,0.0035587188492591,97131.42780974992,0
327689.2284536,327689.2284536,0.0,0.0,0.0,0.0,0.0,522262.0,300679.6,221582.4,427180.0,261820.0,501592.0,20670.0,0.0,20670.0,0.0,0.0,0.0,0.0,7597.5195099,32,26-35,165359.99999999997,20670.0,165359.99999999997,0.0,221582.4,False,True,False,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,215577.8261682198,5
333647.214433,315773.25650858,0.0,44.684894789002,0.0,17873.957916151998,0.0,178631.51799999998,2756.0,175875.51799999998,0.0,0.0,73034.0,105597.518,0.0,74992.13799999999,0.0,0.0,30316.0,0.0,5809.7908194,32,26-35,0.0,105597.518,0.0,0.0,175875.51799999998,False,True,False,0.7101695136433036,0.2898304863566964,0.0,0.0,0.2898304863566964,0.946428571403496,0.0001339285714251,0.0534375000250789,115213.0162070214,5
689636.8762542999,691126.37274226,0.0,0.0,0.0,0.0,0.0,1562335.0599999998,530530.0,1031805.06,964600.0,468520.0,1054170.0,508165.06,0.0,195124.8,0.0,17914.0,0.0,0.0,13487.4733,34,26-35,496080.0,508165.06,496080.0,0.0,1031805.06,False,True,False,0.3839791740109011,0.6160208259890989,0.0352523252976109,0.0,0.5807685006914878,1.0021598272065295,0.0,-0.0021598272065295,265786.80938799534,0
312794.26353266,245766.9213402,0.0,0.0,67027.34218419199,0.0,0.0,1084079.49,711874.7999999999,372204.69,937040.0,666952.0,988026.0,96053.49,0.0,6483.49,0.0,16536.0,0.0,0.0,7209.1032876,33,26-35,270087.9999999999,96053.49,270087.9999999999,0.0,372204.69,False,True,False,0.0674987447098486,0.9325012552901514,0.1721540778997202,0.0,0.7603471773904311,0.7857142856922584,0.2142857142813088,2.643274488178804e-11,355799.4539790108,0
557071.68837112,364926.64077662,201082.02654982,104.26475450859,-8936.978958075999,0.0,0.0,3214873.9999999995,1352093.6,1862780.4,1102400.0,690378.0,2782182.0,432692.0,0.0,347256.0,0.0,13779.999999999998,44096.0,0.0,10206.395464,33,26-35,412022.0,432692.0,412022.0,0.0,1862780.4,False,True,False,0.8025477707006371,0.1974522292993629,0.0318471337579617,0.0,0.1656050955414011,0.6550802139014945,0.3451069518689603,-0.0001871657704548,1053903.86741648,5
403653.54960138,402164.05309964,0.0,14.894964929208,0.0,0.0,0.0,1186320.2,199810.0,986510.2,757899.9999999999,161226.0,835067.9999999999,351252.19999999995,0.0,161226.0,0.0,16536.0,0.0,0.0,13916.530515,33,26-35,596673.9999999999,351252.19999999995,596673.9999999999,0.0,986510.2,False,True,False,0.4590035307963908,0.5409964692036092,0.0470772852098862,0.0,0.493919183993723,0.996309963077964,3.690036900187605e-05,0.0036531365530341,442633.85718938295,5
312794.26353266,312794.26353266,0.0,0.0,0.0,0.0,0.0,2261987.0,1102744.5,1159242.5,2149680.0,1102400.0,2230982.0,31005.0,0.0,24115.0,0.0,0.0,0.0,0.0,6703.6911433,33,26-35,1047280.0,31005.0,1000000.0,47280.0,1111962.5,False,True,False,0.7777777777777778,0.2222222222222222,0.0,0.0,0.2222222222222222,1.0,0.0,0.0,671284.4323321227,5
753685.2254570599,744748.24648796,0.0,6106.935621305999,3276.892284536,0.0,0.0,1103240.5799999998,0.0,1103240.5799999998,0.0,0.0,0.0,1103240.5799999998,0.0,388058.58,0.0,17914.0,0.0,0.0,5095.1648768,27,26-35,0.0,1103240.5799999998,0.0,0.0,1103240.5799999998,False,True,True,0.3517442949750815,0.6482557050249185,0.016237618815653,0.0,0.6320180862092654,0.9881422924753762,0.012450592885314,-0.0005928853606902,798130.6462587749,0
431953.9829690799,366416.13727836,49153.38426804,1489.4964929207997,0.0,11915.9719439176,0.0,444983.76,37206.0,407777.76,0.0,0.0,118370.2,326613.56,0.0,70305.56,0.0,0.0,74412.0,0.0,5025.2052641,30,26-35,0.0,326613.56,0.0,0.0,407777.76,False,True,False,0.2152560965319382,0.7847439034680618,0.0,0.0,0.7847439034680618,0.8482758620716059,0.1172413793081887,0.0344827586202053,297980.1385261097,0
414080.02504466,357479.15832303994,32768.92284535999,744.7482464879599,23831.943887284,0.0,0.0,3757806.0,826799.9999999999,2931006.0,2301260.0,654550.0,3061915.9999999995,695890.0,0.0,124020.0,0.0,0.0,292136.0,0.0,3791.18378,29,26-35,1646710.0,695890.0,1000000.0,646710.0,2284296.0,True,True,False,0.1782178217821782,0.8217821782178218,0.0,0.0,0.8217821782178218,0.8633093525447998,0.1384892086329134,-0.0017985611777132,250409.49492928077,0
330668.2214433,238319.43887284,0.0,0.0,0.0,47663.887775946,14894.964929208,548444.0,0.0,548444.0,0.0,0.0,0.0,548444.0,0.0,106106.0,0.0,13779.999999999998,16536.0,0.0,2849.0493348,26,26-35,0.0,548444.0,0.0,0.0,548444.0,False,True,False,0.193467336683417,0.8065326633165829,0.0251256281407035,0.0,0.7814070351758794,0.7657657657479703,0.0,0.2342342342520297,26850.65879873113,0
1623551.1773883998,0.0,1024773.58717526,595798.5971958799,0.0,0.0,0.0,27854892.0,959088.0,26895804.0,1791399.9999999998,813019.9999999999,26716664.0,1138228.0,0.0,289380.0,0.0,206700.0,77168.0,0.0,4881.9653125,32,26-35,978380.0,1138228.0,978380.0,0.0,26895804.0,True,True,True,0.2542372881355932,0.7457627118644068,0.1815980629539951,0.0,0.5641646489104116,0.0,0.9981651375954456,0.0018348624045544,18855345.18502173,1
393227.07414432,367905.63376632,12809.669839725198,1489.4964929207997,0.0,11915.9719439176,0.0,444983.76,35828.0,409155.76,0.0,0.0,118370.2,326613.56,0.0,70305.56,0.0,0.0,74412.0,0.0,5054.9578927,30,26-35,0.0,326613.56,0.0,0.0,409155.76,False,True,False,0.2152560965319382,0.7847439034680618,0.0,0.0,0.7847439034680618,0.935606060612432,0.0363636363639549,0.028030303023613,70840.65434619272,0
4021640.5309964,446848.94789002,3574791.5832304,0.0,0.0,0.0,0.0,16877881.799999997,689000.0,16188881.8,1240200.0,434070.0,12159471.999999998,4718409.8,0.0,413537.8,0.0,0.0,416156.0,0.0,1858.4113572,41,36-45,806130.0,4718409.8,806130.0,0.0,16188881.8,True,True,True,0.0876434683566484,0.9123565316433516,0.0,0.0,0.9123565316433516,0.1111111111114918,0.8888888889193465,-3.0838331888105586e-11,10468043.867591524,1
863907.9659381598,819223.0711477799,14894.964929208,29194.131261854,0.0,0.0,0.0,4679688.0,985270.0,3694418.0,2370160.0,942552.0,2840058.0,1839630.0,0.0,399620.0,0.0,0.0,85436.0,0.0,4994.5327737,41,36-45,1427608.0,1839630.0,1000000.0,427608.0,3266809.9999999995,True,True,True,0.2172284644194756,0.7827715355805244,0.0,0.0,0.7827715355805244,0.9482758620684156,0.0510344827567176,0.0006896551748667,2491635.124229792,3
303857.28456356,303857.28456356,0.0,0.0,0.0,0.0,0.0,2221336.0,376331.8,1845004.2,1123070.0,372060.0,1258114.0,963222.0,0.0,90948.0,0.0,0.0,259064.0,0.0,8652.943147,43,36-45,751010.0,963222.0,751010.0,0.0,1845004.2,False,True,False,0.0944206008583691,0.9055793991416308,0.0,0.0,0.9055793991416308,1.0,0.0,0.0,1287793.4733582768,0
981578.18887284,975620.20290722,0.0,1608.6562123709998,4170.5901803436,0.0,0.0,1131338.0,68900.0,1062438.0,0.0,0.0,0.0,1131338.0,0.0,263198.0,0.0,624234.0,85436.0,41340.0,4636.1267843,36,36-45,0.0,1131338.0,0.0,0.0,1062438.0,False,True,True,0.2326431181485992,0.7673568818514007,0.5517661388550548,0.0,0.2155907429963459,0.9939301972750008,0.005887708649426,0.000182094075573,218595.556776118,2
522813.2690378,446848.94789002,75964.32114226799,0.0,0.0,0.0,0.0,2308907.9,1679781.9999999998,629125.8999999999,1240200.0,943930.0,2288858.0,20049.9,0.0,18396.3,0.0,1653.6,0.0,0.0,1036.5042413,42,36-45,296270.0000000001,20049.9,296270.0000000001,0.0,629125.8999999999,False,True,False,0.9175257731958764,0.0824742268041236,0.0824742268041237,0.0,-1.1102230246251563e-16,0.8547008546902667,0.1452991452991903,1.0542983153172258e-11,594511.632989425,5
394716.57064605993,372374.12324398,0.0,0.0,0.0,22342.44739519,0.0,917196.8,499387.2,417809.6,716560.0,489190.0,733785.0,183411.8,0.0,45611.8,0.0,0.0,0.0,0.0,3624.6030741,41,36-45,227370.0000000001,183411.8,227370.0000000001,0.0,417809.6,False,True,False,0.2486851990984222,0.7513148009015778,0.0,0.0,0.7513148009015778,0.9433962263973096,0.0,0.0566037736026904,225385.418923773,0
577924.63928524,513876.29008248,33066.82214433,21597.699148454,7894.3314127834,0.0,0.0,4476846.399999999,930150.0,3546696.4,1433120.0,866761.9999999999,1980599.4,2496247.0,0.0,55808.99999999999,0.0,968734.0,631124.0,0.0,3756.2391131,45,36-45,566358.0000000001,2496247.0,566358.0000000001,0.0,3546696.4,True,True,True,0.0223571625724537,0.9776428374275462,0.3880761799613579,0.0,0.5895666574661883,0.8891752577256905,0.1082474226794315,0.0025773195948779,3512212.4250599085,2
332157.71793125995,256193.39679726,0.0,446.84894789002,75964.32114226799,0.0,0.0,1097163.6,271741.6,825421.9999999999,675220.0,261820.0,717938.0,379225.6,0.0,248315.6,0.0,27560.0,34450.0,0.0,13608.963729,44,36-45,413400.0,379225.6,413400.0,0.0,825421.9999999999,False,True,False,0.654796511627907,0.345203488372093,0.0726744186046511,0.0,0.2725290697674418,0.7713004484522596,0.230044843052454,-0.0013452915047137,368882.8329691904,5
303857.28456356,303857.28456356,0.0,0.0,0.0,0.0,0.0,2596152.0,376469.6,2219682.4,1378000.0,372060.0,1513043.9999999998,1083108.0,0.0,90948.0,0.0,0.0,372060.0,0.0,10072.983427,43,36-45,1005940.0,1083108.0,1000000.0,5940.0,2213742.4,True,True,True,0.0839694656488549,0.916030534351145,0.0,0.0,0.916030534351145,1.0,0.0,0.0,1651979.0035290453,0
755174.7219450199,744748.24648796,0.0,2978.9929859794,7447.482464879599,0.0,0.0,5766930.0,1240889.0,4526041.0,1378000.0,1240200.0,5580900.0,186030.0,0.0,111618.0,0.0,13779.999999999998,0.0,0.0,3059.7382357,41,36-45,137800.0,186030.0,137800.0,0.0,4526041.0,True,True,False,0.6,0.4,0.074074074074074,0.0,0.3259259259259259,0.9861932938774676,0.013806706114321,8.211277144343221e-12,829929.0919434312,5
367905.63376632,345563.18637802,0.0,22342.44739519,0.0,0.0,0.0,1927822.0,181896.0,1745925.9999999998,661440.0,181896.0,734474.0,1193348.0,0.0,631124.0,0.0,0.0,0.0,0.0,7872.3963393,37,36-45,479544.0,1193348.0,479544.0,0.0,1745925.9999999998,False,True,True,0.5288683602771362,0.4711316397228637,0.0,0.0,0.4711316397228637,0.9392712550781674,0.0607287449405602,-1.8727644435223567e-11,2006211.4048726915,5
850502.4974914,819223.0711477799,14894.964929208,16235.511773884,0.0,0.0,0.0,4792684.0,983892.0,3808792.0,2370160.0,942552.0,2840058.0,1952626.0,0.0,387218.0,0.0,0.0,85436.0,0.0,4692.5232152,41,36-45,1427608.0,1952626.0,1000000.0,427608.0,3381183.9999999995,True,True,True,0.1983062808750882,0.8016937191249118,0.0,0.0,0.8016937191249118,0.9632224168231366,0.0366024518386635,0.0001751313381999,267099.3377953568,3
330668.2214433,327689.2284536,0.0,3470.5268286598,0.0,0.0,0.0,2272900.76,537213.2999999999,1735687.46,1515799.9999999998,536042.0,1690668.2,582232.5599999999,0.0,188124.56,0.0,5512.0,220480.0,0.0,7373.5165281,45,36-45,979757.9999999998,582232.5599999999,979757.9999999998,0.0,1735687.46,False,True,False,0.3231089652560825,0.6768910347439174,0.0094670074789359,0.0,0.6674240272649815,0.990990990979728,0.0104954954954898,-0.0014864864752178,657540.2957950683,0
1266072.0190378,1191597.1943917598,74474.82464879598,744.7482464879599,0.0,0.0,0.0,2346045.0,1313923.0,1032122.0,1791399.9999999998,1102400.0,2000856.0,345189.0,0.0,97149.0,0.0,0.0,0.0,0.0,9467.8171738,41,36-45,688999.9999999998,345189.0,688999.9999999998,0.0,1032122.0,False,True,False,0.2814371257485029,0.7185628742514971,0.0,0.0,0.7185628742514971,0.941176470590796,0.0594117647054943,-0.0005882352962904,1149642.1342821785,3
604735.5761511999,604735.5761511999,0.0,0.0,0.0,0.0,0.0,4792973.38,438204.0,4354769.38,1033500.0,344500.0,3951415.0,841558.3799999999,0.0,214568.38,0.0,0.0,13779.999999999998,0.0,4072.7699813,41,36-45,688999.9999999999,841558.3799999999,688999.9999999999,0.0,4354769.38,True,True,False,0.2549655319218614,0.7450344680781386,0.0,0.0,0.7450344680781386,1.0,0.0,0.0,1535253.647710217,0
315773.25650858,297899.29859793995,17873.957916151998,0.0,0.0,0.0,0.0,1553116.24,819909.9999999999,733206.24,757899.9999999999,613210.0,1147874.0,405242.24,0.0,6311.24,0.0,4134.0,97838.0,0.0,7226.7486744,43,36-45,144689.99999999988,405242.24,144689.99999999988,0.0,733206.24,False,True,False,0.0155739934711643,0.9844260065288356,0.0102013057671381,0.0,0.9742247007616976,0.9433962264307384,0.056603773586717,-1.7455363543472657e-11,803438.1893920526,0
747727.2394776599,752195.72895532,0.0,2234.244739519,-5957.98597251,0.0,0.0,2301260.0,514269.6,1786990.4,1102400.0,468520.0,1172678.0,1128582.0,0.0,267332.0,0.0,0.0,96460.0,0.0,11356.171802,39,36-45,633880.0,1128582.0,633880.0,0.0,1786990.4,False,True,True,0.2368742368742368,0.7631257631257631,0.0,0.0,0.7631257631257631,1.0059760956158046,-0.0049800796819871,-0.0009960159338174,236864.7404984306,0
364926.64077662,364926.64077662,0.0,0.0,0.0,0.0,0.0,1026885.6,582894.0,443991.6,943930.0,578760.0,975899.6,50985.99999999999,0.0,33072.0,0.0,0.0,0.0,0.0,7850.4548105,40,36-45,365169.9999999999,50985.99999999999,365169.9999999999,0.0,443991.6,False,True,False,0.6486486486486488,0.3513513513513512,0.0,0.0,0.3513513513513512,1.0,0.0,0.0,85191.64646566709,5
361947.6478007,363437.14428866,0.0,0.0,0.0,0.0,0.0,1015131.26,227370.0,787761.2599999999,344500.0,227370.0,435585.8,579545.46,0.0,13090.999999999998,0.0,268710.0,297648.0,0.0,2314.5545965,43,36-45,117130.00000000004,579545.46,117130.00000000004,0.0,787761.2599999999,False,True,False,0.0225883919442661,0.977411608055734,0.4636564662244097,0.0,0.5137551418313241,1.0041152263235045,0.0,-0.0041152263235044,147401.30389836035,2
350031.67585568,297899.29859793995,52132.37725498399,0.0,0.0,0.0,0.0,8692561.799999999,2006368.0,6686193.8,1653599.9999999998,1315990.0,7978619.999999999,713941.7999999999,0.0,37343.8,0.0,89570.0,0.0,0.0,3748.3030869,37,36-45,337609.99999999977,713941.7999999999,337609.99999999977,0.0,6686193.8,True,True,False,0.0523065045358039,0.947693495464196,0.1254584057131827,0.0,0.8222350897510133,0.8510638297796955,0.1489361702124309,7.873562912763532e-12,2080241.5119737105,3
388758.58466666,387269.0881787,1787.3957916151996,0.0,0.0,0.0,0.0,3731624.0,580138.0,3151485.9999999995,1357330.0,551200.0,1761083.9999999998,1970540.0,0.0,81302.0,0.0,0.0,800617.9999999999,0.0,10211.407397,38,36-45,806130.0,1970540.0,806130.0,0.0,3151485.9999999995,True,True,True,0.0412587412587412,0.9587412587412588,0.0,0.0,0.9587412587412588,0.9961685823883808,0.0045977011495393,-0.0007662835379201,1308220.415321945,0
522813.2690378,431953.9829690799,59579.859719588,30832.577404122,0.0,0.0,0.0,6192456.399999999,770301.9999999999,5422154.399999999,1378000.0,689000.0,1515799.9999999998,4676656.399999999,0.0,66833.0,0.0,187408.0,0.0,0.0,3051.1570234,41,36-45,689000.0,4676656.399999999,689000.0,0.0,5422154.399999999,True,True,True,0.0142907655135835,0.9857092344864165,0.0400730744298426,0.0,0.9456361600565738,0.826210826217284,0.1729344729335342,0.0008547008491816,837160.9228065853,0
303857.28456356,31279.426353266,16384.461422679997,0.0,253214.40380755995,0.0,0.0,2583295.26,0.0,2583295.26,551200.0,0.0,2014732.46,568562.7999999999,0.0,263335.8,0.0,689.0,304538.0,0.0,5341.9006104,43,36-45,551200.0,568562.7999999999,551200.0,0.0,2583295.26,True,True,False,0.4631604459524964,0.5368395540475036,0.0012118274357731,0.0,0.5356277266117304,0.1029411764743229,0.8872549019763455,0.0098039215493315,1579447.323806469,1
714958.3166322999,193634.54408246,0.0,0.0,0.0,521323.77254984,0.0,750183.2,255619.0,494564.2,434070.0,151580.0,497044.6,253138.6,0.0,191128.6,0.0,0.0,62009.99999999999,0.0,7668.5166273,37,36-45,282489.99999999994,253138.6,282489.99999999994,0.0,494564.2,False,True,False,0.7550353837778987,0.2449646162221013,0.0,0.0,0.2449646162221013,0.2708333333257041,0.0,0.729166666674296,393833.950958805,5
303857.28456356,303857.28456356,0.0,0.0,0.0,0.0,0.0,1956760.0,376469.6,1580290.4,1026610.0,372060.0,1163032.0,793727.9999999999,0.0,90948.0,0.0,0.0,261820.0,0.0,9351.3268,43,36-45,654550.0,793727.9999999999,654550.0,0.0,1580290.4,False,True,False,0.1145833333333333,0.8854166666666666,0.0,0.0,0.8854166666666666,1.0,0.0,0.0,1235341.7981310894,0
655378.4569071999,655378.4569071999,0.0,0.0,0.0,0.0,0.0,1656218.2,377985.4,1278232.7999999998,689000.0,344500.0,793727.9999999999,862490.2,0.0,158332.19999999998,0.0,88192.0,108862.0,0.0,8240.799063,39,36-45,344500.0,862490.2,344500.0,0.0,1278232.7999999998,False,True,False,0.18357565106247,0.81642434893753,0.1022527560313149,0.0,0.7141715929062151,1.0,0.0,0.0,718756.1781953871,0
